serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
0,Ketan Dahyabhai Patel,7830,INC,5,Others,44,"17,32,22,574",17 Crore,"4,31,13,473",4 Crore
1,Patel Lalubhai Babubhai,7417,BJP,0,8th Pass,63,"21,39,93,750",21 Crore,"99,69,514",99 Lacs
2,Patel Umeshbhai Babubhai,7418,IND,8,Graduate,42,"26,98,150",26 Lacs,0,
3,Sakil Latif Khan,8250,BSP,0,5th Pass,32,"3,30,000",3 Lacs,0,
