serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
332,Thakor Rajendrasinh,8582,INC,0,Graduate,46,"2,26,87,227",2 Crore,"8,00,000",8 Lacs
333,Thakor Swarupji Sardarji,9296,IND,0,8th Pass,37,"17,05,000",17 Lacs,0,
334,Thakur Jitendrasinh Surendrasinh,9388,Loktantrik Rashrtavadi Party,0,12th Pass,33,"11,98,040",11 Lacs,"49,305",49 Thou
335,Tribhovandas Karsandas Vaghela,8489,BSP,0,8th Pass,66,"53,54,000",53 Lacs,0,
336,Tulasibhai Laxmanbhai Dakhara,8807,IND,0,8th Pass,52,"1,86,37,833",1 Crore,"51,38,000",51 Lacs
337,Umedbhai Bhimsingbhai Gamit,10351,IND,0,8th Pass,30,"3,00,000",3 Lacs,0,
338,Umedbhai Haribhai Nai,9317,IND,0,8th Pass,48,"28,77,000",28 Lacs,0,
339,Umesh Jangubhai Rathawa,9002,IND,0,Post Graduate,38,0,0,0,
340,Unadkat Prakashbha,9415,IND,0,10th Pass,57,"28,13,520",28 Lacs,"9,50,000",9 Lacs
341,Vaghela Ashwinbhai Amrutbhai,9392,Bhartiya Tribal Party,0,8th Pass,37,"4,92,329",4 Lacs,0,
