serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
100,Dhareppa Mahadev Ardhavar,10443,IND,0,Graduate Professional,33,"32,26,500",32 Lacs,"6,75,000",6 Lacs
101,Dilshaad Sikandar Tahashildar,10568,RPI(A),0,Literate,44,"95,000",95 Thou,0,
102,Dondiba Ramu Rathod,7249,IND,0,5th Pass,42,"78,70,917",78 Lacs,"76,000",76 Thou
103,Dr Chinnappa Y Chikkahagade,7322,BSP,0,Graduate,43,"88,10,000",88 Lacs,"5,00,000",5 Lacs
104,Dr Shivakumara,7311,BSP,0,Doctorate,42,"1,65,80,750",1 Crore,"1,16,00,000",1 Crore
105,Dr Sridhara Udupa,10617,IND,0,Graduate Professional,67,"22,14,000",22 Lacs,0,
106,Dr. B. Chandra (Chandregowda),7738,BSP,1,Graduate Professional,46,"2,01,00,180",2 Crore,"1,12,00,000",1 Crore
107,Dr. Banuprakash A.S,5164,Pyramid Party of India,0,Post Graduate,43,"1,31,51,631",1 Crore,"9,28,000",9 Lacs
108,Dr. C.S.Dwarakanath,7656,BSP,0,Post Graduate,65,"4,08,44,395",4 Crore,0,
109,Dr. M Venkataswamy,7325,RPI(A),0,Post Graduate,64,0,0,0,
110,Dr. M. P. Darakeshwaraiah,10405,IND,0,Graduate Professional,60,"31,94,000",31 Lacs,0,
111,Dr. Meer Layaq Hussain,7342,IND,0,Graduate Professional,58,"20,000",20 Thou,0,
112,Dr. Philip Mariyan,7289,IND,0,Others,50,"22,18,000",22 Lacs,0,
113,Dr. Ramesh Babu. V.M.,8870,IND,0,Post Graduate,44,"14,58,30,000",14 Crore,"12,00,000",12 Lacs
114,Dr. Sunita Devanand Chavan,10439,JD(S),0,Doctorate,42,"4,94,82,018",4 Crore,"1,41,84,713",1 Crore
115,Dr. Umesh G Jadhav,10400,BJP,0,Post Graduate,60,"3,74,90,597",3 Crore,0,
116,Dr.John Basco Philips,7696,Indian Christian Front,0,Others,47,"1,30,000",1 Lacs,0,
117,Dr.Virupakshappa Sadhunavar,7023,INC,0,Graduate Professional,69,"31,58,66,105",31 Crore,"22,52,14,094",22 Crore
118,Dundasi Abdulrahiman Mahammad Hanif,10413,IND,2,Graduate Professional,49,"3,19,90,000",3 Crore,"4,00,000",4 Lacs
119,Eshwar,10454,INC,0,Graduate Professional,57,0,0,"73,32,800",73 Lacs
120,Eswara,7319,IND,0,Graduate,65,"80,000",80 Thou,0,
121,Francis Binny Jose,7374,IND,0,Graduate Professional,39,"6,25,000",6 Lacs,"4,50,000",4 Lacs
122,G M Siddeshwar,7273,BJP,0,10th Pass,67,"38,01,64,932",38 Crore,"1,46,70,809",1 Crore
123,G Nagendra,5130,IND,0,10th Pass,44,"4,59,000",4 Lacs,0,
124,G S Basavaraj,4960,BJP,0,Graduate Professional,78,"51,07,79,150",51 Crore,"11,38,44,867",11 Crore
125,G Venkatesh Bhovi,5163,IND,0,10th Pass,58,"34,17,000",34 Lacs,"5,000",5 Thou
126,G. Chikkanarayana,7297,Republican Sena,0,Graduate,43,"9,50,000",9 Lacs,0,
127,G. Manjunath,7762,IND,0,Not Given,45,"24,000",24 Thou,0,
128,G. Timmaraju,7254,IND,0,10th Pass,44,"10,000",10 Thou,0,
129,G.D. Rajagopal,7314,IND,0,10th Pass,49,0,0,0,
130,G.M. Mahadeva,7735,IND,1,Graduate,42,"1,63,450",1 Lacs,0,
131,Gaddigoudar Parvatagouda Chandanagouda,7248,BJP,0,Graduate Professional,68,"4,39,80,663",4 Crore,"79,87,991",79 Lacs
132,Gajanan Amrut Thokanekar,10570,IND,0,12th Pass,51,"2,12,500",2 Lacs,0,
133,Ganesh,7884,IND,0,Illiterate,58,"1,11,000",1 Lacs,0,
134,Ganesh Daddikar,10478,IND,1,Others,42,"18,20,007",18 Lacs,"1,16,326",1 Lacs
135,Ganesha B A,7050,Uttama Prajaakeeya Party,0,Others,27,"2,16,519",2 Lacs,0,
136,Gangadhar Badiger,7044,SUCI(C),0,Graduate Professional,37,"95,105",95 Thou,0,
137,Gopal Balavantrao Desai,10486,IND,0,10th Pass,60,"58,00,000",58 Lacs,"2,50,000",2 Lacs
138,Guddappa,7059,BSP,1,5th Pass,55,"31,00,000",31 Lacs,"1,50,000",1 Lacs
139,Gurubasava. P . Rabakavi,7030,Uttama Prajaakeeya Party,0,12th Pass,25,0,0,"92,000",92 Thou
140,Gurulingaiah,5141,Indian New Congress Party,0,10th Pass,37,"2,000",2 Thou,0,
141,H B Manjappa,10421,INC,0,10th Pass,51,"3,08,95,000",3 Crore,"14,12,482",14 Lacs
142,H Eshwarappa,10618,IND,0,Literate,65,"21,20,000",21 Lacs,0,
143,H M Chandregowda,5126,Uttama Prajaakeeya Party,0,12th Pass,65,"12,47,18,018",12 Crore,"2,60,75,626",2 Crore
144,H. D. Devegowda,7825,JD(S),0,Others,86,"6,00,84,453",6 Crore,"97,98,283",97 Lacs
145,H. Suresh Poojary,7089,IND,0,5th Pass,47,"2,77,000",2 Lacs,0,
146,H.Narayana,7750,IND,0,Literate,59,"95,000",95 Thou,0,
147,H.T. Chikkaraju,7326,IND,0,10th Pass,52,"40,50,000",40 Lacs,"12,50,000",12 Lacs
148,Hanumanthappa D Kabbar,10399,IND,0,12th Pass,35,"13,87,000",13 Lacs,"55,000",55 Thou
