serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
591,Sachin Haridas Somkuwar,6995,IND,0,12th Pass,42,"31,11,000",31 Lacs,"4,35,000",4 Lacs
592,Sachin Jagorao Patil,6996,IND,4,10th Pass,46,"30,000",30 Thou,0,
593,Sachin Sadashiv Gawande,11139,IND,0,Graduate,27,"20,54,412",20 Lacs,"5,26,603",5 Lacs
594,Sadashiv Kisan Lokhande,10023,SHS,1,10th Pass,57,"11,37,10,526",11 Crore,"2,05,100",2 Lacs
595,Sadek Muniroddin Shaikh,8614,Bahujan Republican Socialist Party,0,Others,31,"3,73,000",3 Lacs,0,
596,Sagar Nivrutti Kale,10993,IND,0,Graduate,27,"1,500",1 Thou,0,
597,Sagar Sharad Bhise,8771,IND,2,8th Pass,31,"14,87,000",14 Lacs,"10,00,000",10 Lacs
598,Sahdev Kerappa Aiwale,8773,Vanchit Bahujan Aaghadi,0,Graduate Professional,63,"14,27,313",14 Lacs,"4,00,000",4 Lacs
599,Sahil Balchand Turkar,6985,Bhartiya Manvadhikaar Federal Party,0,10th Pass,38,0,0,0,
600,Sai Shrivastav,11028,IND,0,Graduate Professional,29,"9,66,367",9 Lacs,0,
601,Sainath Bhausaheb Ghorpade,10888,IND,1,8th Pass,33,"45,80,000",45 Lacs,"24,50,000",24 Lacs
602,Sajan Raees Chaodhri,8629,IND,0,5th Pass,29,"1,30,000",1 Lacs,0,
603,Salim Kasam Pinjari,10932,IND,0,8th Pass,56,"60,25,000",60 Lacs,0,
604,Salim Shah Suleman Shah,5757,IND,6,Literate,49,"10,10,000",10 Lacs,0,
605,Samaysingh Anand Chanda Liya,9875,Bahujan Mukti Party,0,5th Pass,52,"10,85,384",10 Lacs,"70,000",70 Thou
606,Sameer Arunrao Deshpande,4731,IND,0,Others,87,"2,64,000",2 Lacs,"90,000",90 Thou
607,Sameer Magan Bhujbal,10114,NCP,16,10th Pass,45,"65,46,59,863",65 Crore,"13,04,81,204",13 Crore
608,Sampat Khandu Samindar,11138,IND,0,Graduate,66,"21,68,164",21 Lacs,0,
609,Samshad Anwar Ansari,10732,IND,0,12th Pass,30,0,0,"56,00,000",56 Lacs
610,Sancheti Rupesh Parasmal,10855,IND,0,Graduate Professional,40,"8,92,000",8 Lacs,"30,000",30 Thou
611,Sandeep Bhairavnath Kogale,8732,IND,0,Post Graduate,33,"37,74,357",37 Lacs,"1,09,000",1 Lacs
612,Sandeep Gundopant Sankpal,8727,IND,0,10th Pass,38,"8,75,000",8 Lacs,"5,35,000",5 Lacs
