serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
244,Mahendhar Kottala,6659,IND,0,10th Pass,29,"5,45,000",5 Lacs,"1,00,000",1 Lacs
245,Mahendhar Musku,6660,IND,0,Illiterate,37,"67,41,100",67 Lacs,"1,00,000",1 Lacs
246,Mahesh Rayidi,6661,IND,0,8th Pass,37,"21,75,000",21 Lacs,"4,00,000",4 Lacs
247,Mallesh Jatavath,5085,SUCI(C),0,Graduate,26,0,0,0,
248,Mallu Laxmi,4857,CPI(M),1,Graduate Professional,45,"4,98,66,261",4 Crore,"85,38,884",85 Lacs
249,Mamidi Chinna Reddy,6663,IND,0,10th Pass,Unknown,0,0,"1,00,000",1 Lacs
250,Mamidi Rajashekar Reddy,6664,IND,0,Graduate,35,"18,20,000",18 Lacs,"7,67,000",7 Lacs
251,Mamidi Thirupathireddy,6665,IND,0,10th Pass,49,"65,98,000",65 Lacs,"1,50,000",1 Lacs
252,Mandala Shekhar,6666,IND,0,Illiterate,35,"1,00,000",1 Lacs,0,
253,Manne Srinivas Reddy,4850,TRS,0,12th Pass,60,"6,33,53,123",6 Crore,"45,69,251",45 Lacs
254,Maram Venkat Reddy,4855,IND,0,10th Pass,48,"14,00,000",14 Lacs,"1,00,000",1 Lacs
255,Mark Babu,6760,India Praja Bandhu Party,1,Post Graduate,33,"5,07,877",5 Lacs,"84,623",84 Thou
256,Marri. Nehemiah,6854,IND,0,12th Pass,64,"7,70,000",7 Lacs,0,
257,Maru Janardhan,6668,IND,0,10th Pass,37,"19,00,000",19 Lacs,"4,70,000",4 Lacs
258,Md. Abdul Azeez Khan,4668,IND,0,Graduate Professional,57,"56,84,000",56 Lacs,"3,50,000",3 Lacs
259,Medipalli Shekar Reddy,6669,IND,0,10th Pass,30,0,0,"1,20,000",1 Lacs
260,Meesala Gopal Sai Baba,4840,IND,0,Graduate Professional,49,"97,74,500",97 Lacs,"39,00,000",39 Lacs
261,Mekala Satheesh Reddy,6841,Janasena Party,0,Post Graduate,37,"34,71,000",34 Lacs,0,
262,Mekala Venkanna,4862,IND,0,10th Pass,33,"2,65,572",2 Lacs,"2,13,000",2 Lacs
263,Mekkonda Ramreddy,6670,IND,0,12th Pass,40,"18,20,000",18 Lacs,"6,00,000",6 Lacs
264,Merige Santhosh Reddy,6767,Pyramid Party of India,0,10th Pass,36,"2,50,000",2 Lacs,"1,00,000",1 Lacs
265,Mittapalli Malliah,6671,IND,0,10th Pass,56,"5,07,995",5 Lacs,"2,58,800",2 Lacs
266,Mittapally Jeevan Reddy,6672,IND,0,10th Pass,34,"5,00,000",5 Lacs,0,
267,Mohammed Abdul Azeem,6807,IND,0,10th Pass,44,0,0,0,
268,Mohammed Feroz Khan,6803,INC,0,12th Pass,46,"74,70,000",74 Lacs,0,
269,Mohammed Imtiyaz Ahmad,4607,IND,0,Post Graduate,45,0,0,0,
270,Mohammed Nawaz,6758,Ambedkar National Congress,0,5th Pass,33,"4,53,267",4 Lacs,0,
271,Mohan Chintala Palli,6674,IND,0,Graduate,40,"9,40,000",9 Lacs,0,
272,Mohanareddy Eleti,6675,IND,0,10th Pass,36,"1,13,81,000",1 Crore,"11,25,000",11 Lacs
273,Mohd Ahmed,6808,IND,0,10th Pass,34,"4,00,000",4 Lacs,0,
274,Mohd Jameel,6676,IND,0,Post Graduate,35,"10,12,800",10 Lacs,0,
275,Mokalla. Murali Krishna,6887,IND,4,5th Pass,54,"14,10,500",14 Lacs,"1,50,000",1 Lacs
276,Moorigaadi Krishna,6860,IND,0,Post Graduate,50,0,0,0,
277,Mudiraj Venkatesham,5078,IND,0,10th Pass,46,"8,06,000",8 Lacs,"74,000",74 Thou
278,Mukkisa Ratnakar Reddy,6279,IND,0,12th Pass,42,"30,75,000",30 Lacs,"1,00,000",1 Lacs
279,Muthenna Lakkara,6679,IND,0,10th Pass,50,0,0,0,
280,Mutyam Arjuna Raju,6905,IND,0,Post Graduate,30,"24,50,000",24 Lacs,"90,000",90 Thou
281,N . Shankar Goud,6785,Janasena Party,0,8th Pass,46,"3,46,43,000",3 Crore,"18,00,000",18 Lacs
282,N Mallareddy,6684,IND,0,10th Pass,42,"5,50,000",5 Lacs,"50,000",50 Thou
283,N. Omkar Reddy,6683,IND,0,Graduate Professional,29,"18,11,500",18 Lacs,"3,30,000",3 Lacs
284,Nadipi Gangaram Niradi,6680,IND,0,Illiterate,32,"7,50,000",7 Lacs,0,
285,Nadisharam Mallaiah,6681,IND,0,10th Pass,40,"9,48,500",9 Lacs,"20,000",20 Thou
286,Nagulapalli Devendhar,6682,IND,0,Illiterate,Unknown,"1,14,17,000",1 Crore,"2,75,000",2 Lacs
287,Nakirikanti Sanjeeva Rao,4641,IND,0,Illiterate,49,"26,84,500",26 Lacs,"7,47,000",7 Lacs
288,Nakirikanti. Chittemma,6850,IND,0,Illiterate,42,"26,84,500",26 Lacs,"7,47,000",7 Lacs
289,Nalamada Uttam Kumar Reddy,4854,INC,4,Graduate,55,0,0,"12,00,000",12 Lacs
290,Nalla Nadipi Muthenna,6685,IND,0,5th Pass,51,"22,68,500",22 Lacs,"60,000",60 Thou
291,Nalla Prem Kumar,6825,Prem Janata Dal,0,8th Pass,47,500,5 Hund,0,
292,Nama Nageswr Rao,7210,TRS,5,12th Pass,62,"1,07,46,71,341",107 Crore,"8,07,21,594",8 Crore
293,Nandipati Vinod Kumar,6799,IND,0,Graduate Professional,45,"30,000",30 Thou,0,
294,Nangunoori Lata,6755,IND,0,Graduate,43,"2,56,000",2 Lacs,0,
295,Narala Satyanarayana,6895,Janasena Party,0,Post Graduate,46,"22,01,365",22 Lacs,"5,90,000",5 Lacs
296,Narsaiah Gunda,6688,IND,0,5th Pass,54,"5,35,279",5 Lacs,0,
297,Narsareddy Pannala,6689,IND,0,10th Pass,41,"17,91,531",17 Lacs,"2,50,000",2 Lacs
298,Natta Bavanna,6690,IND,0,10th Pass,42,"1,75,000",1 Lacs,0,
299,Nemilla Linga Reddy,6691,IND,0,5th Pass,35,0,0,"2,37,000",2 Lacs
300,Nethavath Ramdas,5823,IND,0,Literate,46,0,0,0,
301,Nomula Gopal Reddy,4655,IND,0,Post Graduate,27,"40,000",40 Thou,0,
