serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
479,Satya Narayan Mehta,9185,Jan Adhikar Party,1,Others,59,0,0,0,
480,Satya Narayan Paswan,13871,IND,0,10th Pass,64,"16,03,300",16 Lacs,0,
481,Satya Narayan Ram,13870,Ambedkarite Party of India,0,12th Pass,65,"6,00,853",6 Lacs,0,
482,Satyam Yadav,12819,Bahujan Nyay Dal,1,8th Pass,30,"25,95,500",25 Lacs,"77,904",77 Thou
483,Satyendra Kumar,5975,AAP,0,Graduate Professional,47,"2,97,85,377",2 Crore,"15,20,000",15 Lacs
484,Satyendra Kushwaha,12796,IND,0,Graduate,33,"18,90,000",18 Lacs,"14,986",14 Thou
485,Saurabh,9787,IND,0,12th Pass,27,"20,17,370",20 Lacs,0,
486,Shabana,12810,Jai Prakash Janata Dal,0,Graduate,31,"1,48,91,000",1 Crore,"15,01,500",15 Lacs
487,Shah Tariq Anwar,5379,INC,1,Graduate,68,"11,92,91,973",11 Crore,"5,82,950",5 Lacs
488,Shaheen Praveen,9510,IND,1,Others,28,"1,24,21,636",1 Crore,"3,00,000",3 Lacs
489,Shailendra Chaudhari,14165,IND,0,12th Pass,41,0,0,0,
490,Shailesh Kumar,5602,RJD,0,12th Pass,43,"3,03,64,808",3 Crore,"21,80,647",21 Lacs
491,Shailesh Kumar,13060,Bharatiya Aam Awam Party,0,10th Pass,42,"11,70,498",11 Lacs,0,
492,Shakti Kumar,12822,IND,0,Graduate,27,"71,81,900",71 Lacs,0,
493,Shambhu Kumar Singh,9785,IND,1,Doctorate,41,"7,75,000",7 Lacs,"50,000",50 Thou
494,Shamim Alam,12875,NCP,0,12th Pass,51,"63,24,527",63 Lacs,"1,50,000",1 Lacs
495,Shankar Mahto,12851,BSP,4,12th Pass,46,"70,73,515",70 Lacs,"1,04,766",1 Lacs
496,Shankar Pandey,14151,Bahujan Nyay Dal,0,10th Pass,37,"29,85,000",29 Lacs,0,
497,Sharad Yadav,8165,RJD,3,Graduate Professional,71,"8,15,33,690",8 Crore,0,
498,Shashi Kumar,14138,BSP,0,10th Pass,33,"25,62,000",25 Lacs,0,
499,Shashi Kumar,14139,NCP,1,Post Graduate,50,0,0,"1,60,000",1 Lacs
500,Shashi Kumar Singh,12695,IND,0,10th Pass,70,"35,00,586",35 Lacs,"1,25,000",1 Lacs
501,Shashikant Singh,13859,Bharatiya Momin Front,0,12th Pass,41,"70,54,000",70 Lacs,"6,00,000",6 Lacs
502,Shashwat Kedar,12129,INC,0,Graduate,32,"2,14,70,456",2 Crore,"17,28,000",17 Lacs
503,Shatrughan Sinha,14167,INC,2,Graduate,73,"1,93,54,59,756",193 Crore,"28,48,63,762",28 Crore
504,Shatrughna Tiwary,12814,Bajjikanchal Vikas Party,1,8th Pass,59,"8,78,80,034",8 Crore,"3,30,000",3 Lacs
505,Shekh Seraj,12828,Akhil Bhartiya Apna Dal,1,10th Pass,25,"1,15,500",1 Lacs,0,
506,Sheojee Ram,12073,BSP,1,Graduate,44,"11,000",11 Thou,0,
507,Shiv Brat Singh,12072,IND,0,Doctorate,53,"76,98,001",76 Lacs,"3,00,000",3 Lacs
508,Shiv Das Singh,13643,IND,0,12th Pass,80,"31,96,572",31 Lacs,0,
509,Shiv Kumar Chaudhary,12830,Bharatiya Bahujan Congress,0,8th Pass,55,0,0,0,
510,Shiv Kumar Singh,14190,Apna Kisan Party,2,12th Pass,43,"45,000",45 Thou,0,
511,Shiv Narayan Singh,8146,IND,0,12th Pass,47,"45,75,000",45 Lacs,"25,000",25 Thou
512,Shiv Shakti Monu,12580,Bihar Lok Nirman Dal,0,10th Pass,34,"11,73,000",11 Lacs,0,
513,Shiv Shankar,5609,Ambedkarite Party of India,1,Post Graduate,61,"40,80,034",40 Lacs,0,
514,Shiva Bihari Singhania,12581,Bharat Nirman Party,0,12th Pass,49,"88,86,364",88 Lacs,0,
515,Shivchandra Ram,11082,RJD,3,Graduate,49,"1,86,30,915",1 Crore,"49,97,011",49 Lacs
516,Shivnandan Mandal,7147,BSP,0,Literate,81,"2,75,788",2 Lacs,0,
517,Shiwani Kant,11639,IND,0,Graduate,32,"45,32,567",45 Lacs,"15,56,750",15 Lacs
518,Shobha Devi,12813,Shoshit Samaj Dal,0,Literate,42,"2,10,000",2 Lacs,0,
519,Shobha Soren,5965,IND,0,Literate,28,0,0,"4,00,000",4 Lacs
520,Shree Bhagwan Singh,12078,IND,1,Graduate Professional,67,"1,34,59,000",1 Crore,"9,50,000",9 Lacs
521,Shubhash Kumar Thakur,5968,IND,0,12th Pass,32,"6,01,416",6 Lacs,0,
522,Shukal Murmu,5952,JMM,0,Not Given,50,0,0,0,
523,Shyam Kumar,12101,Rashtriya Hind Sena,2,Graduate,38,"69,90,021",69 Lacs,"9,00,000",9 Lacs
524,Sobha Devi,8155,IND,0,Literate,32,"7,11,000",7 Lacs,0,
525,Sohan Ray,14191,Yuva Krantikari Party,0,Illiterate,69,"1,72,09,000",1 Crore,0,
526,Sohavan Paswan,13044,Public Mission Party,0,10th Pass,43,"17,76,043",17 Lacs,"1,00,000",1 Lacs
527,Som Prakash,4609,Swaraj Party (Loktantrik),0,Graduate,46,"14,37,80,000",14 Crore,0,
528,Sonelal Kora,10169,Bharatiya Bahujan Congress,0,5th Pass,41,"25,000",25 Thou,0,
529,Subhash Chandra Jha,11325,Rashtriya Jansambhavna Party,2,10th Pass,50,0,0,0,
530,Subhash Paswan,5639,IND,0,Graduate,51,"17,70,000",17 Lacs,0,
531,Subhash Singh,12082,Jago Hindustan Party,0,8th Pass,45,"3,71,25,000",3 Crore,0,
532,Sudama Singh,8160,Bihar Lok Nirman Dal,2,10th Pass,54,"56,95,500",56 Lacs,"99,000",99 Thou
533,Sudha Rani,12858,IND,0,Graduate,29,"2,17,28,929",2 Crore,0,
534,Sudhakar Jha,7628,IND,0,Graduate,50,"1,01,91,402",1 Crore,0,
535,Sudhir Kumar,14166,IND,0,10th Pass,37,"21,000",21 Thou,0,
536,Sudhir Kumar Jha,11093,Yuva Krantikari Party,0,Graduate,40,"86,78,000",86 Lacs,"3,80,000",3 Lacs
537,Sudhir Kumar Ray,10196,IND,0,Graduate Professional,27,"68,76,444",68 Lacs,"13,56,760",13 Lacs
538,Sudhir Kumar Singh,12109,SHS,0,Graduate,61,"1,92,04,952",1 Crore,"10,00,000",10 Lacs
539,Sukhdeo Prasad,12582,Voters Party International,0,12th Pass,70,0,0,"3,00,000",3 Lacs
540,Suman Kumar Jha,7624,IND,0,Post Graduate,57,"1,12,76,322",1 Crore,0,
541,Sumit Ranjan Sinha,13052,SHS,0,Post Graduate,31,"86,000",86 Thou,0,
542,Sunil Kumar,13083,Peoples Party of India (Democratic),0,Graduate,38,"25,53,613",25 Lacs,0,
543,Sunil Kumar,11096,JD(U),6,Graduate,58,"6,07,17,031",6 Crore,"1,02,77,790",1 Crore
544,Sunil Kumar,5974,IND,0,Graduate Professional,53,"1,23,29,000",1 Crore,"23,00,000",23 Lacs
545,Sunil Paswan,5611,Bharat Bhrashtachar Mitao Party,0,10th Pass,52,"16,94,622",16 Lacs,0,
546,Sunil Ravidas,14153,RPI,0,Graduate,30,"2,26,000",2 Lacs,0,
547,Sunil Yadav,7789,Garib Janshakti Party,0,8th Pass,33,"49,59,800",49 Lacs,0,
548,Suraj Kumar,12074,IND,0,Post Graduate,29,"14,83,579",14 Lacs,0,
549,Suraj Kumar Das,10170,IND,0,Post Graduate,37,0,0,"4,45,000",4 Lacs
550,Surendra Kumar,12692,Bajjikanchal Vikas Party,0,Post Graduate,38,"10,60,000",10 Lacs,0,
551,Surendra Prasad Suman,8157,AIFB,0,Graduate,51,"1,08,55,000",1 Crore,0,
552,Surendra Prasad Yadav,12766,RJD,8,Post Graduate,60,"8,73,52,346",8 Crore,"30,63,057",30 Lacs
553,Surendra Ram S/O Ganesh Ram,12499,RJD,1,Graduate,41,"81,95,606",81 Lacs,"21,600",21 Thou
554,Surendra Ram S/O Late Chandradev Ram,13324,IND,3,Literate,46,"40,69,000",40 Lacs,"50,000",50 Thou
555,Surendra Ray,11647,Rashtriya Hind Sena,0,8th Pass,58,"1,61,93,100",1 Crore,"40,000",40 Thou
556,Surendra Singh,14154,Bharat Prabhat Party,0,10th Pass,62,"4,50,000",4 Lacs,0,
557,Suresh Kumar,11655,IND,0,Graduate,49,"41,47,000",41 Lacs,"11,75,000",11 Lacs
558,Suresh Kumar Bharti,9523,Asli Deshi Party,0,Graduate,37,"3,93,07,685",3 Crore,"4,20,000",4 Lacs
559,Suresh Kumar Gupta,12845,IND,0,12th Pass,30,0,0,0,
560,Suresh Paswan,14198,IND,0,10th Pass,38,"1,08,400",1 Lacs,0,
561,Suresh Sah,12839,IND,0,Others,54,"46,45,464",46 Lacs,0,
562,Suryoday Paswan,10156,Sankhyanupati Bhagidari Party,1,Graduate,45,"14,50,000",14 Lacs,0,
563,Sushil Kumar Das,5972,Bhartiya Dalit Party,0,10th Pass,68,"5,05,000",5 Lacs,0,
564,Sushil Kumar Singh,13067,BSP,1,Graduate Professional,50,"96,32,514",96 Lacs,"2,65,000",2 Lacs
565,Sushil Kumar Singh,5391,BJP,3,Post Graduate,53,"16,78,95,109",16 Crore,"37,46,607",37 Lacs
566,Sushma Devi,12835,SHS,2,Post Graduate,38,"4,17,80,000",4 Crore,"1,00,000",1 Lacs
567,Swarnlata Devi,11646,BSP,0,12th Pass,47,"3,33,50,332",3 Crore,"47,37,454",47 Lacs
568,Syed Alamdar Hussain,5998,IND,1,12th Pass,43,"38,95,000",38 Lacs,0,
569,Syed Faisal Ali,12100,RJD,1,Post Graduate,52,0,0,"88,14,643",88 Lacs
570,Syed Mahmood Ashraf,5949,JD(U),4,12th Pass,54,"1,98,54,930",1 Crore,"35,98,799",35 Lacs
571,Tarachand Paswan,9509,Bahujan Mukti Party,2,10th Pass,60,"49,15,399",49 Lacs,"11,74,006",11 Lacs
572,Tej Bahadur Singh,9518,Proutist Sarva Samaj,0,Graduate,76,"67,30,000",67 Lacs,0,
573,Thakur Chandan Kumar Singh,11098,IND,4,Graduate Professional,35,"10,78,194",10 Lacs,"1,00,000",1 Lacs
574,Tulsi Dayal,4608,IND,0,Graduate Professional,56,"1,10,22,795",1 Crore,"42,98,451",42 Lacs
575,Uchit Kumar,10159,Revolutionary Socialist Party of India(Marxis,0,12th Pass,46,"4,64,986",4 Lacs,0,
576,Uday Narayan Rai,13073,Suheldev Bhartiya Samaj Party,0,Graduate,34,"6,95,070",6 Lacs,0,
577,Uday Singh,5381,INC,2,12th Pass,66,"3,41,86,43,970",341 Crore,"71,57,92,024",71 Crore
578,Uma Shankar Kharwar,12492,IND,0,Graduate Professional,64,"3,21,15,837",3 Crore,0,
579,Uma Shankar Verma,13082,SUCI(C),0,Graduate,40,0,0,0,
580,Umakant Yadav,5985,IND,0,Graduate Professional,68,"10,76,000",10 Lacs,0,
581,Umashankar,8164,Bahujan Mukti Party,0,12th Pass,34,"39,81,600",39 Lacs,"1,57,375",1 Lacs
582,Umesh Chandra Bharti,9522,Aadarsh Mithila Party,1,Literate,58,"12,50,000",12 Lacs,0,
583,Umesh Das,11625,BSP,0,10th Pass,47,"1,10,21,433",1 Crore,"15,00,000",15 Lacs
584,Umesh Patel,9782,Shoshit Samaj Dal,0,10th Pass,57,"27,53,500",27 Lacs,0,
585,Umesh Rajak,4691,Peoples Party of India (Democratic),0,Graduate Professional,49,"1,35,315",1 Lacs,0,
586,Upendra Kumar Giri,12809,IND,2,12th Pass,37,"14,13,078",14 Lacs,"2,19,001",2 Lacs
587,Upendra Kushwaha,12774,Rashtriya Lok Samta Party,5,Post Graduate,56,"3,10,34,113",3 Crore,"13,58,960",13 Lacs
588,Upendra Kushwaha,10217,Rashtriya Lok Samta Party,5,Post Graduate,56,"2,44,41,520",2 Crore,"13,58,960",13 Lacs
589,Upendra Prasad,5392,Hindustani Awam Morcha (Secular),0,Post Graduate,55,0,0,"4,71,998",4 Lacs
590,Upendra Sahani,8147,Rashtriya Jansambhavna Party,0,Graduate,46,"3,05,75,125",3 Crore,0,
591,Upendra Sahani,12097,Rashtriya Jansambhavna Party,0,Graduate,46,"3,05,29,762",3 Crore,0,
592,Usha Devi,14156,IND,0,10th Pass,63,"8,75,000",8 Lacs,0,
593,Usha Sharan,13866,Shoshit Samaj Dal,1,12th Pass,59,"40,00,000",40 Lacs,"40,000",40 Thou
594,Veena Devi,12117,LJP,2,10th Pass,48,"33,72,84,632",33 Crore,"11,20,89,220",11 Crore
595,Vibha Devi,5623,RJD,0,Literate,53,"11,84,31,743",11 Crore,"48,49,749",48 Lacs
596,Vidya Bhushan,12854,Sapaks Party,0,10th Pass,49,"31,67,829",31 Lacs,0,
597,Vidya Jyoti,13872,Bahujan Mukti Party,0,12th Pass,47,"1,30,22,788",1 Crore,"16,83,054",16 Lacs
598,Vidya Nand Ram,10181,Wazib Adhikar Party,0,Post Graduate,46,"5,93,059",5 Lacs,0,
599,Vidya Sagar Mandal,11642,Jago Hindustan Party,1,Graduate,36,0,0,0,
600,Vijay Bahadur Singh,12110,Rashtriya Sahyog Party,0,Graduate Professional,58,"56,51,000",56 Lacs,0,
601,Vijay Kumar,5607,JD(U),3,12th Pass,55,"1,27,66,141",1 Crore,"31,48,932",31 Lacs
602,Vijay Kumar Chaudhari,5606,Janta Dal Rashtravadi,0,Post Graduate,49,"45,45,813",45 Lacs,"5,59,100",5 Lacs
603,Vijay Kumar Ram,10182,Vanchit Samaj Party,0,12th Pass,32,"33,000",33 Thou,"50,000",50 Thou
604,Vijay Nandan Paswan,12103,IND,0,10th Pass,31,"15,45,086",15 Lacs,0,
605,Vijay Ram,6332,Moolniwasi Samaj Party,0,10th Pass,52,"3,53,000",3 Lacs,"50,000",50 Thou
606,Vikash Kumar Arya,10152,SUCI(C),1,12th Pass,41,"7,32,214",7 Lacs,0,
607,Vikash Kumar Prasad,12503,IND,0,Literate,28,"28,77,510",28 Lacs,"5,45,000",5 Lacs
608,Vinay Kumar Mishra,8170,IND,0,Graduate,39,"1,48,88,104",1 Crore,0,
609,Vinay Kumar Srivastava,12096,Rashtriya Samta Party (Secular),0,12th Pass,38,0,0,0,
610,Vinay Kumar Varun,7619,Janhit Kisan Party,0,Graduate,48,"1,04,97,000",1 Crore,"4,50,000",4 Lacs
611,Vinod Das,14183,Bharatiya Bahujan Congress,0,5th Pass,60,"81,114",81 Thou,0,
612,Vinod Sah,11344,IND,0,Literate,48,"5,39,731",5 Lacs,0,
613,Virendra Kumar,5632,IND,0,Graduate,60,"2,15,37,694",2 Crore,"5,55,000",5 Lacs
614,Vishnu Dev,14179,IND,0,Graduate,59,"1,42,10,591",1 Crore,"5,00,000",5 Lacs
615,Vishnu Dev Yadav,4692,BSP,0,Graduate,67,"4,34,39,000",4 Crore,0,
616,Vishnu Priya,5636,Bahujan Mukti Party,0,Graduate,32,"88,10,000",88 Lacs,0,
617,Wakil Ahmad,14189,Janata Party,0,Graduate,46,"65,20,000",65 Lacs,0,
618,Yogendra Ram,4614,IND,0,Literate,58,"1,55,000",1 Lacs,0,
