Unnamed: 0,Sno,candidate_name,age,constituency,party,education_details,education,criminal_cases,total_assets,assets_description,liabilities_description,total_liabilities,url,constituency_id,candidate_id,Election_Type,party_id,en,hi
699,1253,Vikash Kumar Jagnani,46,LAKHISARAI,IND,Matric from High School Barhiya in 1996,10th Pass,0,3074045,30 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=202,114,202,General,1,done,done
700,11,Abhishek Kumar,28,LAKHISARAI,IND,"Post Graduation Political Science Nalanda Open University Patna in 2021, Graduation from K.S.S. College Tilakmanjhi Bhagalpur university in 2016",Post Graduate,0,5127850,51 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=201,114,201,General,1,done,done
701,43,Akhilesh Kumar,40,LALGANJ,IND,Graduate from Arts 2010 ABS College Lalganj,Graduate,0,8213936,82 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=24,147,24,General,1,done,done
702,1076,Shivani Shukla,28,LALGANJ,RJD,"LLM from University of Leeds, London in 2021-2022",Post Graduate,0,2328984,23 Lacs,38 Lacs,3809285.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1553,147,1553,General,11,done,done
703,1224,Vidya Prakash,37,LALGANJ,IND,Graduate (Hons) Prestige Architecture Academy New Delhi in 2015,Graduate,0,876000,8 Lacs,27 Lacs,2787000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1551,147,1551,General,1,done,done
704,15,Abhishek Kumar Singh,33,LALGANJ,IND,"B.Tech Electrician Engineering from Jaipur National University, Jaipur in 2009-2013",Graduate Professional,0,2480407,24 Lacs,17 Lacs,1798070.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1552,147,1552,General,1,done,done
705,558,Md. Niyaj Alam,30,LALGANJ,Lok Shakti Party (Loktantrik),"Matric from Bihar School Examination Board, Patna",10th Pass,1,3544500,35 Lacs,5 Lacs,500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1556,147,1556,General,91,done,done
706,771,Rajendra Prasad Singh,68,LALGANJ,AAP,"Post Graduate from Bihar University, Muzaffarpur in 1980",Post Graduate,0,18151905,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=617,147,617,General,15,done,done
707,967,Sanjay Kumar Singh,56,LALGANJ,BJP,"B.Com. from Munshi Singh College, Motihari, Bihar University, Muzaffarpur in 1988",Graduate,1,30736976,3 Crore,74 Lacs,7409109.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=615,147,615,General,0,done,done
708,53,Amar Kumar Singh,49,LALGANJ,Jan Suraaj Party,"Post Graduate from Vinayak Mission University, New Delhi in 2013",Post Graduate,1,6891835,68 Lacs,10 Lacs,1000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1555,147,1555,General,4,done,done
709,285,Dhirendra Kumar Mahto,38,LALGANJ,IND,"M.A. from Maharshi Mahesh Yogi Vedic Vishwavidhyalay (M.P) in 2005, Diploma in Fire &amp; Industrial Safty Royal Institute of Fire &amp; Safty in 2021",Post Graduate,0,15744313,1 Crore,37 Lacs,3704365.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=27,147,27,General,1,done,done
710,772,Rajendra Sharma,56,LALGANJ,SUCI(C),"Intermediate Arts from Awadh Bihari Singh College Lalganj, Vaishali in 1989",12th Pass,0,9338432,93 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=614,147,614,General,25,done,done
711,979,Sanjay Yadav,45,MADHEPURA,Janshakti Janta Dal,Literate,Literate,1,20511000,2 Crore,43 Thou,43000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=618,189,618,General,6,done,done
712,414,Kameshwar Yadav,64,MADHEPURA,Aadarsh Mithila Party,Post Graduate From P. G Central Saharsa in 1983,Post Graduate,0,1275100,12 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=619,189,619,General,92,done,done
713,1053,Shashi Kumar,39,MADHEPURA,Jan Suraaj Party,Graduate From Baba Saheb Bhim Rao Ambedkar University Bihar in 2012,Graduate,1,16914500,1 Crore,8 Lacs,825000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1562,189,1562,General,4,done,done
714,578,Mohammad Asif Alam,38,MADHEPURA,The National Road Map Party of India,Literate,Literate,0,4795000,47 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1559,189,1559,General,7,done,done
715,1168,Surendra Yadav,60,MADHEPURA,"Proutist Bloc, India",BA From BNMV College Sahugarh Madhepura in 1986,Graduate,0,4934000,49 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=752,189,752,General,88,done,done
716,704,Pranav Prakash,44,MADHEPURA,IND,B.Tech From MSRJT Bangalore in 2005,Graduate Professional,0,19932000,1 Crore,91 Lacs,9100000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1561,189,1561,General,1,done,done
717,430,Kavita Kumari Saha,37,MADHEPURA,JD(U),"MA From Bhupendra Narayan Mandal University Madhepura in 2017, BA From RPM College Madhepura in 2012",Post Graduate,0,19758227,1 Crore,25 Lacs,2500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1558,189,1558,General,10,done,done
718,604,Mukesh Kumar,29,MADHEPURA,AAP,"Post Graduate From T.P College Madhepura BNMU Madhepura 2019, Graduate in 2016 from Evening College Madhepura, B.N.M. University Madhepura",Post Graduate,0,20250000,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=749,189,749,General,15,done,done
719,957,Sanjay Kumar,46,MADHEPURA,IND,Intermediate From SAD College in Year 1992,12th Pass,0,906000,9 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=751,189,751,General,1,done,done
720,472,Lalan Kumar Ram,54,MADHEPURA,BSP,"MA From T.P College Madhepura BNMU Madhepura 2007, B.A. from B.N.M.V. College Sahugarh Madhepura 2004",Post Graduate,0,1800000,18 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=753,189,753,General,5,done,done
721,690,Pradeep Kumar,41,MADHEPURA,Jagrook Janta Party,9th Pass From High School Madhepura in Year 1997,8th Pass,0,5888000,58 Lacs,10 Thou,10000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=750,189,750,General,14,done,done
722,238,Chandra Shekhar,63,MADHEPURA,RJD,"Post Graduation (Science) From Kanpur University in 1985, Graduation from College of Commerce Patna Magadh University Bodhgaya 1981",Post Graduate,7,31211460,3 Crore,85 Lacs,8500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1557,189,1557,General,11,done,done
723,319,Dr. Vikas Kumar Singh,46,MAHARAJGANJ,Political Team India,Ph.D in Management From J.S. University In Year 2023,Doctorate,0,23607004,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=204,129,204,General,93,done,done
724,360,Hem Narayan Sah,63,MAHARAJGANJ,JD(U),Intermediate (Hindi University Devghar) Year 2006,12th Pass,1,77026821,7 Crore,22 Lacs,2240481.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=72,129,72,General,10,done,done
725,484,Madan Yadav,44,MAHARAJGANJ,Aazad Samaj Party (Kanshi Ram),Intermediate Arts From Inter College Khoripakar Bihar Intermediate Education Council Patna,12th Pass,5,19010000,1 Crore,1 Lacs,100000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1352,129,1352,General,29,done,done
726,92,Angad Kumar,26,MAHARAJGANJ,IND,"B.A , B.Ed From Srikirisan Sangit Maharajganj Siwan",Graduate Professional,0,5165307,51 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=620,129,620,General,1,done,done
727,1274,Vishal Kumar Jaiswal,31,MAHARAJGANJ,RJD,Graduate Year 2016 Commerce Mumbai University Maharashtra,Graduate,0,50590251,5 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1354,129,1354,General,11,done,done
728,753,Raj Kishor Gupta,48,MAHARAJGANJ,IND,Intermediate From Gorakh Singh College Maharajganj,12th Pass,2,1374800000,137 Crore,6 Lacs,666605.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1356,129,1356,General,1,done,done
729,906,Ravindra Kumar,61,MAHARAJGANJ,IND,BA Year 1986 From LOKD College Hafijpur Chhapra University,Graduate,0,21044000,2 Crore,1 Lacs,120000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=71,129,71,General,1,done,done
730,1146,Sunil Ray,55,MAHARAJGANJ,Jan Suraaj Party,Matric Year 1986 From BSEB Patna,10th Pass,2,27118832,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=203,129,203,General,4,done,done
731,130,Ashish Ranjan Singh,37,MAHARAJGANJ,IND,B.A. From Mumbai University Year 2009,Graduate,0,22800000,2 Crore,18 Lacs,1800000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1355,129,1355,General,1,done,done
732,903,Ravi Ranjan Tisu,28,MAHARAJGANJ,BSP,Graduate (Honours Political Science) From J.P. University Chapra K.R.B.G. College Maharajganj,Graduate,0,8700000,87 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1357,129,1357,General,5,done,done
733,640,Nayan Prasad,69,MAHARAJGANJ,Bharat Ka Kisan Majdoor Party,Intermediate From D.A.B. College Siwan Matric Tapi Prasad High School Bhithi,12th Pass,1,10050000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1353,129,1353,General,94,done,done
734,657,Nitish Kumar Diwedi,25,MAHARAJGANJ,IND,Intermediate Year 2018 From Bihar School Education Board Patna Gorakh Singh College Maharajganj Siwan,12th Pass,0,904195,9 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1351,129,1351,General,1,done,done
735,1041,Shamim Akhtar,50,MAHISHI,Jan Suraaj Party,"Matric From Manohar High School, Saharsa in 1992",10th Pass,0,5441174,54 Lacs,3 Lacs,349201.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=623,74,623,General,4,done,done
736,1181,Sushil Kumar Rajak,30,MAHISHI,IND,Literate,Literate,0,12300000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=621,74,621,General,1,done,done
737,763,Raja Kumar,27,MAHISHI,IND,Intermediate From Govt. Open Bihar Education Board,12th Pass,0,15560000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=205,74,205,General,1,done,done
738,1233,Vijay Kumar Gupta,37,MAHISHI,AAP,"M.A. in Pol. Sci. From IGNOU, New Delhi, Year-2015",Post Graduate,1,1919519,19 Lacs,10 Lacs,1004356.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1563,74,1563,General,15,done,done
739,124,Arvind Kumar,28,MAHISHI,IND,"B.A. (Hindi) From B.N.M.U. Madhepura, Year-2018",Graduate,0,150000,1 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1565,74,1565,General,1,done,done
740,335,Gautam Krishna,40,MAHISHI,RJD,"Ph.D. (Political Sci. Department) From Patna University, Year-2018",Doctorate,5,12935374,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1569,74,1569,General,11,done,done
741,492,Maharudra Jha,66,MAHISHI,IND,"12th Pass From Saharsa College, Saharsa, LNMU, Year-1978",12th Pass,1,4963800,49 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=293,74,293,General,1,done,done
742,725,Priyanka Anand,37,MAHISHI,BSP,"12th Pass From Womens College Madhepura, Year-2009",12th Pass,0,1295993,12 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1566,74,1566,General,5,done,done
743,1193,Tiro Sharma,75,MAHISHI,IND,NIL,Illiterate,0,604453,6 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=294,74,294,General,1,done,done
744,264,Devnarayan Yadav,45,MAHISHI,Janshakti Janta Dal,Literate,Literate,0,6283000,62 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1564,74,1564,General,6,done,done
745,751,Rahul Paswan,29,MAHISHI,IND,"12th Pass From L.C. College, Pastwar, Baluaha, Saharsa, Bihar School Examination Council, Patna Year-2015",12th Pass,0,52000,52 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1568,74,1568,General,1,done,done
746,1157,Suraj Samrat,38,MAHISHI,IND,"Inter From B.S.S.C College, Udakishunganj, Madhepura, Bihar Intermediate Education Council, Patna, Year-2005",12th Pass,3,3487961,34 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=622,74,622,General,1,done,done
747,886,Ranjit Sada,35,MAHISHI,IND,NIL,Illiterate,0,213000,2 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1567,74,1567,General,1,done,done
748,351,Gunjeshwar Sah,72,MAHISHI,JD(U),"Graduate From Saharsa College Saharsa, Bhagalpur University, Year-1966",Graduate,1,4619573,46 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1570,74,1570,General,10,done,done
749,909,Raviranjan Kumar Singh,37,MAHNAR,Vikas Insaf Party,2005,Others,0,760000,7 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=748,140,748,General,63,done,done
750,1078,Shiveshwar Kumar,39,MAHNAR,IND,"Inter from Bihar Inter Mediate (Science) from Patna in 2002, Matric from Ram Avtar Sahay High School Jandaha, Patna in 2000",12th Pass,0,44339800,4 Crore,1 Lacs,112000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=73,140,73,General,1,done,done
751,390,Jai Singh,38,MAHNAR,Janshakti Janta Dal,Intermediate From JRC Inter College Nayagaon Patna in 2006,12th Pass,2,220877000,22 Crore,2 Lacs,230000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1575,140,1575,General,6,done,done
752,436,Kiran Yadav,36,MAHNAR,IND,Madhyamik from Sikkim Open Board in 2024,10th Pass,1,4835033,48 Lacs,4 Lacs,400000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=207,140,207,General,1,done,done
753,1290,Yoganand Kumar Singh Kusvaha,29,MAHNAR,Ambedkar National Congress,B.Sc (Zoology) 2022 from Muzaffarpur University,Graduate,0,7200,7 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=295,140,295,General,69,done,done
754,1212,Umesh Singh Kushwaha,51,MAHNAR,JD(U),"ISC Pass in 1990 from Aachary Narendradeo College, Shahpur, Samastipur",12th Pass,0,26226285,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=34,140,34,General,10,done,done
755,567,Mithilesh Kumar Singh,54,MAHNAR,IND,"BA, LLB",Graduate Professional,0,8190000,81 Lacs,20 Lacs,2000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1573,140,1573,General,1,done,done
756,230,Chandan Kumar,30,MAHNAR,IND,MA Sanskrit Hons From Dharmsabha Sanskrit University Muzaffarpur,Post Graduate,0,960000,9 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1576,140,1576,General,1,done,done
757,310,Dr. Rajesh Kumar,51,MAHNAR,Jan Suraaj Party,"M.B.B.S., Doctor of Medicine (Pediatrics)  Year 1998-2001) Moti Lal Nehru Medical College, Allahabad University of Allahabad U.P",Doctorate,0,139300815,13 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1580,140,1580,General,4,done,done
758,568,Mithilesh Kumar Singh Sathi,55,MAHNAR,Sathi Aur Aapka Faisala Party,"LLB in 2008 from Magadh University, Bodh Gaya, B.A. (English) in 1992 from Bihar University, Mazaffarpur",Graduate Professional,1,58298203,5 Crore,9 Lacs,946530.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=3,140,3,General,95,done,done
759,1267,Vipin Kumar,30,MAHNAR,AAP,Inter From RPS College in 2011,12th Pass,0,6661000,66 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1572,140,1572,General,15,done,done
760,863,Ramesh Sahni,53,MAHNAR,IND,Literate,Literate,0,6323000,63 Lacs,40 Thou,40000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1578,140,1578,General,1,done,done
761,1269,Vipin Kumar,34,MAHNAR,IND,"Intermediate from Acharya Narendra Dev College, Shahpur in 2009",12th Pass,0,26590254,2 Crore,1 Crore,10408690.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=206,140,206,General,1,done,done
762,17,Achutanand,68,MAHNAR,Rashtriya Lok Janshakti Party,Ph.D From Bihar University in 1994,Doctorate,2,7450000,74 Lacs,25 Lacs,2500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1574,140,1574,General,12,done,done
763,963,Sanjay Kumar Ray,49,MAHNAR,IND,"Post Graduate (Sociology) , Year 2010 from Magadh University",Post Graduate,3,66800552,6 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1571,140,1571,General,1,done,done
764,661,Om Prabha Kumari,45,MAHNAR,BSP,Graduate From Womens College Ranchi University in 2001,Graduate,0,46829400,4 Crore,2 Crore,29606000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=626,140,626,General,5,done,done
765,907,Ravindra Kumar Singh,58,MAHNAR,RJD,B.E. From Jorhat Engineering College Dibrugarh Assam in 1990,Graduate Professional,3,52585235,5 Crore,40 Lacs,4000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1579,140,1579,General,11,done,done
766,1121,Subodh Singh,44,MAHNAR,IND,Literate,Literate,0,9112700,91 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=625,140,625,General,1,done,done
767,372,Indrajeet Pradhan,60,MAHUA,Jan Suraaj Party,Post Graduate and Graduate  from Lalit Narayan Mithila University Darbhanga in 1990 and Inter From Charan Karpuri Satyanarayan Mehar Ali University Samastipur in 1982,Post Graduate,0,61181610,6 Crore,11 Thou,11011.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1581,13,1581,General,4,done,done
768,131,Ashma Parveen,50,MAHUA,IND,"MBBS From Patna Medical College and Hospital ,Patna University in 1999, DGO From Patna Medical College and Hospital Patna University in 2008",Graduate Professional,1,37841119,3 Crore,17 Lacs,1789924.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=630,13,630,General,1,done,done
769,1189,Tej Pratap Yadav,36,MAHUA,Janshakti Janta Dal,Intermediate From Bihar School Examination Board Patna From Rammohan Roy Seminary +2 Patna in 2010,12th Pass,8,28813543,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=631,13,631,General,6,done,done
770,607,Mukesh Kumar Raushan,37,MAHUA,RJD,BDS Buddha Institute of Dental Science &amp; Hospital Patna in 2007,Graduate Professional,2,82215407,8 Crore,2 Crore,27772119.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=296,13,296,General,11,done,done
771,44,Akhilesh Kumar Thakur,39,MAHUA,NCP,8th Pass From Govt. Middle School Fatepur,8th Pass,0,1520000,15 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1583,13,1583,General,37,done,done
772,396,Jay Narayan Sah,70,MAHUA,Bajjikanchal Vikas Party,M.Sc Mathematic From B.N Mandal University Madhepura in 1992 and LLB From S.K.J Law College Muzzafarpur in 1997,Post Graduate,0,12404533,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1587,13,1587,General,53,done,done
773,1002,Sarita Sah,25,MAHUA,IND,"B.Voc(Yoga) From Baba Saheb Bhim Rao Ambedkar Muzaffarpur Bihar ,Bihar University ,L.N College Bhagwanpur in 2024",Graduate,0,565000,5 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1584,13,1584,General,1,done,done
774,64,Amit Kumar,45,MAHUA,All India Majlis-E-Ittehadul Muslimeen,P.HD (Doctor of Philosophy in Political Science) From Chhatrapati Sahu Ji Maharaj University Kanpur in 2011,Doctorate,12,200690892,20 Crore,3 Crore,38991635.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=629,13,629,General,61,done,done
775,919,Rimjhim Devi,30,MAHUA,BSP,inter Bihar Education Board Patna in 2014,12th Pass,0,365000,3 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1588,13,1588,General,5,done,done
776,843,Ram Sagar Sahni,44,MAHUA,IND,Literate,Literate,14,4084000,40 Lacs,22 Lacs,2207000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1582,13,1582,General,1,done,done
777,632,Naresh Ray,52,MAHUA,IND,Literate,Literate,2,634000,6 Lacs,67 Thou,67000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1586,13,1586,General,1,done,done
778,803,Raju Mahto,50,MAHUA,Bhartiya Sarthak Party,Literate,Literate,0,6065000,60 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=74,13,74,General,56,done,done
779,473,Lalit Kumar Ghosh,61,MAHUA,SUCI(C),B.A. from B.R. Ambedkar University Muzaffarpur in 1988,Graduate,0,1972672,19 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=30,13,30,General,25,done,done
780,968,Sanjay Kumar Singh,45,MAHUA,Lok Janshakti Party (Ram Vilas),"Graduate From Jai Murat Rai Degree Nirpur , B.R.A.B.U(Muzaffarpur) in 2016 , 12th Passed From S.K.M.R.D College B.I.E.C in 2000",Graduate,2,73046744,7 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1590,13,1590,General,36,done,done
781,78,Amresh Kumar,33,MAHUA,IND,Graduate From B.R.A.B Muzaffarpur in 2014,Graduate,0,5800000,58 Lacs,3 Lacs,300000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1585,13,1585,General,1,done,done
782,990,Sannu Devi,39,MANER,IND,,Illiterate,0,16529550,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1593,17,1593,General,1,done,done
783,1250,Vikash Kumar Alias Dikesh Singh,42,MANER,IND,,Illiterate,14,16529550,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=75,17,75,General,1,done,done
784,953,Sandip Kumar Singh Alias Gopal Sandeep Singh,57,MANER,Jan Suraaj Party,Intermediate From K.P. Inter College Allahabad UP in1987,12th Pass,1,806052000,80 Crore,12 Lacs,1200000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1597,17,1597,General,4,done,done
785,241,Chandrashekhar Mahto,55,MANER,IND,Non Matric,8th Pass,0,550000,5 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1596,17,1596,General,1,done,done
786,989,Sannee Kumar,32,MANER,IND,"B.A , Magadh University Bodh Gaya 2020",Graduate,0,72000,72 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=126,17,126,General,1,done,done
787,1043,Shankar Kumar,49,MANER,Janshakti Janta Dal,10th High school Maner  1990,10th Pass,3,460000,4 Lacs,4 Lacs,400000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=747,17,747,General,6,done,done
788,188,Bhai Birendra,64,MANER,RJD,B.A. Patna University 1984,Graduate,7,43100359,4 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=127,17,127,General,11,done,done
789,347,Gudiya Kumari,30,MANER,IND,Literate,Literate,0,560000,5 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1598,17,1598,General,1,done,done
790,533,Mantosh Kumar Singh,30,MANER,Insaniyat Party,12th Passed Maner High School,12th Pass,0,50000,50 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1592,17,1592,General,96,done,done
791,603,Mukesh Kumar,45,MANER,IND,"Matric Passed , 2000",10th Pass,2,12000000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1595,17,1595,General,1,done,done
792,1009,Satish Kumar,62,MANER,Rashtriya Jansambhavna Party,"B.A. Magadh University , Inter ,  BIEC",Graduate,0,226000,2 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=298,17,298,General,8,done,done
793,1065,Shiv Kumar Singh,49,MANER,Apna Kisan Party,Inter B.S.College Danapur 1991,12th Pass,0,50000,50 Thou,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=297,17,297,General,66,done,done
794,409,Jitendra Yadav,45,MANER,Lok Janshakti Party (Ram Vilas),"Matric , Rampur High School Raghopur vaishali 1984",10th Pass,0,133700000,13 Crore,30 Lacs,3000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1594,17,1594,General,36,done,done
795,1287,Y.V.Giri,76,MANJHI,Jan Suraaj Party,"M.A. Patna University Year 1971, L.L.B Patna University Year 1972",Post Graduate,0,299966582,29 Crore,1 Crore,12048746.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=635,231,635,General,4,done,done
796,874,Randhir Kumar Singh,42,MANJHI,JD(U),Intermediate Passed  Sant Jeviyars College Ranchi 2000,12th Pass,4,21730609,2 Crore,50 Lacs,5083573.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=744,231,744,General,10,done,done
797,280,Dharmendra Kumar Sharma,40,MANJHI,Jagrook Janta Party,Intermediate From Madhav Singh College Tajpur 2003,12th Pass,0,1050000,10 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=633,231,633,General,14,done,done
798,988,Sanju Yadav,37,MANJHI,IND,Matriculation From Dalan Singh High School Manjhi Saran Manjhi Saran 2008,10th Pass,0,26310685,2 Crore,6 Thou,6125.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=745,231,745,General,1,done,done
799,633,Nasim Ahamad,45,MANJHI,Aazad Samaj Party (Kanshi Ram),Matric From BSEB Patna Year 1994,10th Pass,1,4830982,48 Lacs,45 Thou,45680.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=746,231,746,General,29,done,done
800,991,Sanotsh Prasad,47,MANJHI,BSP,"Matric,  High School  Jalalpur Saran 1993",10th Pass,1,723000,7 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1599,231,1599,General,5,done,done
801,1171,Suresh Kumar Ram,26,MANJHI,IND,Inter From Dalan Singh High school Mnajhi Saran 2016,12th Pass,1,10000,10 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=632,231,632,General,1,done,done
802,710,Pratibha Devi,31,MANJHI,Suheldev Bharatiya Samaj Party,Literate,Literate,0,35000,35 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1600,231,1600,General,55,done,done
803,665,Om Prakash Prasad,58,MANJHI,IND,Graduate From Nand Lal Singh College jaitpur Daudpur Muzaffarpur University Bihar 1986,Graduate,2,5000000,50 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1602,231,1602,General,1,done,done
804,142,Ashok Sharma,53,MANJHI,IND,Graduate  Sanskrit (Hons.) Lok College Hafijpur Baniapur Saran  1992-95 JP University Chhapra,Graduate,0,78410000,7 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=299,231,299,General,1,done,done
805,316,Dr. Satyendra Yadav,48,MANJHI,CPI(M),"Ph.D, From Patna University 2010 ,  M.A, From Jai Prakash University 2005",Doctorate,8,26310685,2 Crore,6 Thou,6125.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=634,231,634,General,50,done,done
806,504,Manegar Ray,34,MARHAURA,IND,Literate,Literate,0,115000,1 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=743,101,743,General,1,done,done
