Unnamed: 0,Sno,candidate_name,age,constituency,party,education_details,education,criminal_cases,total_assets,assets_description,liabilities_description,total_liabilities,url,constituency_id,candidate_id,Election_Type,party_id,en,hi
0,496,Mahesh Paswan,48,AGIAON (SC),BJP,Post Graudation (Political Science) from S.B. College Ara,Post Graduate,0,855000,8 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=799,236,799,General,0,done,done
1,1153,Suraj Bhan,31,AGIAON (SC),IND,Literate,Literate,2,28617000,2 Crore,1 Lacs,150000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=149,236,149,General,1,done,done
2,1093,Shyam Bihari Choudhary,39,AGIAON (SC),IND,Law Graduation from V.K.S.U. Ara in 2014,Graduate Professional,1,260000,2 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=783,236,783,General,1,done,done
3,1072,Shiv Prakash Ranjan,40,AGIAON (SC),CPI(ML)(L),"LLB from Maharaja College Ara, Veer Kunwar Singh University, Arain 2019, Graduation from Maharaja College, Ara in 2012",Graduate Professional,4,3069535,30 Lacs,12 Lacs,1260000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=150,236,150,General,2,done,done
4,185,Basant Kumar Ram,36,AGIAON (SC),Voters Party International,Matric from Bihar Sanskrit School Patna in 2006,10th Pass,0,1010000,10 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=782,236,782,General,3,done,done
5,859,Ramesh Kumar,46,AGIAON (SC),Jan Suraaj Party,Ph.D from Veer Kunwar Singh University Ara in 2010,Doctorate,0,14935000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=352,236,352,General,4,done,done
6,606,Mukesh Kumar Ram,39,AGIAON (SC),BSP,"Ph.D &amp; M.A. from Veer Kunwar Singh University, Ara",Doctorate,0,2955510,29 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=148,236,148,General,5,done,done
7,182,Barun Deo,54,AGIAON (SC),Janshakti Janta Dal,"LLB, B.A. (H) Pol. Sec. from Hindu College",Graduate Professional,0,300000,3 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=902,236,902,General,6,done,done
8,1238,Vijay Mehra,31,AGIAON (SC),IND,"M.A. from H.D. Jain College Ara, Veer Kunwar Singh University Ara",Post Graduate,0,410000,4 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=353,236,353,General,1,done,done
9,930,Rubi Kumari,26,ALAMNAGAR,IND,Intermediate  from RKJL College Khurhan Dist. Madhepura in 2023,12th Pass,0,677000,6 Lacs,1 Lacs,160000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=467,113,467,General,1,done,done
10,244,Chano Rishidev,56,ALAMNAGAR,IND,Illiterate,Illiterate,0,535000,5 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=925,113,925,General,1,done,done
11,40,Akhatar Mansuri,42,ALAMNAGAR,The National Road Map Party of India,10th Fukania Bihar  State Madarsa Education Board Patna,10th Pass,0,1936000,19 Lacs,,0.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=19,113,19,General,7,done,done
12,203,Binod Ashish,52,ALAMNAGAR,IND,B.A.  from BNMU Madhepura Purniya College Purnia 1995,Graduate,0,2414196,24 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=924,113,924,General,1,done,done
13,589,Mohan Sharma,56,ALAMNAGAR,Rashtriya Jansambhavna Party,"Inter from Jaiprakash Narayan College, Naryanpur College 1994, 2nd Division",12th Pass,0,1095000,10 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=927,113,927,General,8,done,done
14,54,Amar Kumar Singh,42,ALAMNAGAR,IND,"DMLT (Diploma) From D.M.C.H. Bihar Para Medical Para Dental Darbhanga, Year- 2007 &amp; Under Graduate (Science) B.S.A Chandrakant College Patna in 2003",Others,0,6831000,68 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=800,113,800,General,1,done,done
15,1120,Subodh Kumar Suman,48,ALAMNAGAR,Jan Suraaj Party,"Intermediate from Baba Bisu Rauth College, Chausa Madhepura Bihar Intermediate Council Patna 1993",12th Pass,6,7288568,72 Lacs,54 Thou,54719.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=468,113,468,General,4,done,done
16,1257,Vikram Kumar Gupta,25,ALAMNAGAR,IND,School of Open Learning Delhi University,Graduate,0,10500,10 Thou,25 Thou,25000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=926,113,926,General,1,done,done
17,619,Nabin Kumar,40,ALAMNAGAR,Vikassheel Insaan Party,Diploma in Civil Engineering From JRM Rajasthan University Udaipur in 2010,Others,0,32340439,3 Crore,53 Lacs,5386649.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=929,113,929,General,9,done,done
18,629,Narendra Narayan Yadav,74,ALAMNAGAR,JD(U),Graduate from DS College Katihar LNM University Darbhanga in 1974,Graduate,0,22078821,2 Crore,2 Lacs,274442.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=903,113,903,General,10,done,done
19,853,Rambriksh Sada,50,ALAULI (SC),RJD,Madhyamik Passed,10th Pass,3,8557188,85 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=930,145,930,General,11,done,done
20,823,Ram Chandra Sada,61,ALAULI (SC),JD(U),"Matric From Residential High School, Alauli, Year-1987",10th Pass,1,5466500,54 Lacs,9 Lacs,976000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=936,145,936,General,10,done,done
21,9,Abhishank Kumar,34,ALAULI (SC),Jan Suraaj Party,"B.Tech. From N.I.T. Patna, Bihar, Year-2012-13",Graduate Professional,1,20322000,2 Crore,3 Lacs,340000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=466,145,466,General,4,done,done
22,1289,Yash Raj,25,ALAULI (SC),Rashtriya Lok Janshakti Party,"Bachelor of Liberal Arts From O.P. Jindal University, Sonipat Haryana",Graduate,0,25731657,2 Crore,59 Lacs,5912305.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=465,145,465,General,12,done,done
23,252,Dashrath Ram,53,ALAULI (SC),BSP,"7th Pass From Secondary School, Alauli, Dist. Khagaria",5th Pass,1,1108000,11 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=935,145,935,General,5,done,done
24,209,Biplaw Kumar Choudhary,52,ALINAGAR,Jan Suraaj Party,Post Graduate From Lalit Narayan Mithila University in Year 1994,Post Graduate,2,7782000,77 Lacs,80 Thou,80000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=786,16,786,General,4,done,done
25,946,Saifuddin Ahmed,40,ALINAGAR,IND,BA From Lalit Narayan Mithila University Darbhanga,Graduate,0,7140000,71 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=801,16,801,General,1,done,done
26,205,Binod Mishra,63,ALINAGAR,RJD,"MA From Lalit Narayan Mithila University Darbhanga in 1986, Graduate From CM College Darbhanga in Year 1982",Post Graduate,0,17672117,1 Crore,7 Lacs,707010.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=802,16,802,General,11,done,done
27,959,Sanjay Kumar Jha,51,ALINAGAR,Mithilawadi party,"I.A From Janta Degree College Kurtha, Darbhanga Bihar Intermediate Council",12th Pass,0,17040000,1 Crore,1 Lacs,100000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=354,16,354,General,13,done,done
28,501,Maithili Thakur,25,ALINAGAR,BJP,BA Program From Bharti College Delhi University in 2022,Graduate,0,38233255,3 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=785,16,785,General,0,done,done
29,1105,Sitambar Sharma,43,ALINAGAR,Jagrook Janta Party,10th From Sita Lal High School in 1996,10th Pass,0,2186000,21 Lacs,,0.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=943,16,943,General,14,done,done
30,790,Rajipal Jha,46,ALINAGAR,AAP,"Under Graduate From NIOS in year 2003, CMS &amp; ED in 2006",12th Pass,1,9265000,92 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=942,16,942,General,15,done,done
31,659,Nooruddin Zangi,47,ALINAGAR,Social Democratic Party Of India,LLB From CM Law College Darbhanga in 2017,Graduate Professional,1,1270000,12 Lacs,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=937,16,937,General,16,done,done
32,637,Navijan Ansari,52,ALINAGAR,Aam Janta Pragati Party,Literate,Literate,0,846175,8 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=784,16,784,General,17,done,done
33,243,Chandu Chaudhry,38,ALINAGAR,IND,Matric From Bihar Education Board Patna,10th Pass,0,11683000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=938,16,938,General,1,done,done
34,354,Hari Lal Sharma,32,ALINAGAR,IND,MA in 2017,Post Graduate,0,921000,9 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=941,16,941,General,1,done,done
35,332,Ganesh Choudhary,38,ALINAGAR,IND,Graduate (Arts) From Lalit Narayan Mithila University Darbhanga in 2013,Graduate,0,2141000,21 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=945,16,945,General,1,done,done
36,1129,Sujeet Priydarshi,41,AMNOUR,IND,"Graduate, Delhi University Delhi",Graduate,0,66997000,6 Crore,1 Crore,16184000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=949,216,949,General,1,done,done
37,750,Rahul Kumar Singh,40,AMNOUR,Jan Suraaj Party,M.A (Political Science) Suresh Gyan Vihar University 2023,Post Graduate,4,53520069,5 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=948,216,948,General,4,done,done
38,47,Ali Abbas,40,AMNOUR,Bharatiya Momin Front,Literate,Literate,0,372200,3 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=105,216,105,General,18,done,done
39,109,Arjun Kumar Nirala,55,AMNOUR,IND,"Matric , BSEB 1994",10th Pass,1,2960000,29 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=947,216,947,General,1,done,done
40,809,Rakesh Kumar,25,AMNOUR,Bharatiya Ekta Dal,B.A (Hons) Economics  A N College Patna Patliputra University 2021,Graduate,0,71922,71 Thou,1 Lacs,103000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=106,216,106,General,19,done,done
41,442,Krishan Kumar Mantoo,47,AMNOUR,BJP,"Matriculation From Town Inter School, Old G.T. Road, Aurangabad, Bihar, National Institute of Open Schooling, Year-2012",10th Pass,5,94782058,9 Crore,4 Crore,44956819.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=355,216,355,General,0,done,done
42,866,Ramlal Manjhi,29,AMNOUR,IND,Intermediate Passed  DBSC Kadna  2012,12th Pass,2,1130000,11 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=787,216,787,General,1,done,done
43,445,Krishna Mishra,48,AMNOUR,The Plurals Party,"Sahitya Alankar Pass , Hindi Vidyapeeth Deoghar 1997, Intermediate P.N.College Parsa 1994",Graduate,0,9190000,91 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=472,216,472,General,20,done,done
44,730,Puja Kumari,26,AMNOUR,BSP,"Intermediate From B.N.S. College Nariya 2014, Matric 2012",12th Pass,0,7777023,77 Lacs,21 Lacs,2176561.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=469,216,469,General,5,done,done
45,466,Lakshman Yadav,54,AMNOUR,IND,Literate,Literate,0,1310000,13 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=471,216,471,General,1,done,done
46,397,Jay Prakash Kumar Singh,49,AMNOUR,Socialist Party (India),"Graduate, Bihar Regiment 2011",Graduate,0,9810000,98 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=803,216,803,General,21,done,done
47,1140,Sunil Kumar,50,AMNOUR,RJD,"Intermediate , DVSD College 1991",12th Pass,3,14160000,1 Crore,8 Lacs,864000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=788,216,788,General,11,done,done
48,58,Amardeep Kumar Jai,36,ARRAH,IND,Post Graduate From H.D. Jain College Arrah Year 2012,Post Graduate,0,3482500,34 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=114,238,114,General,1,done,done
49,940,Sachin,46,ARRAH,IND,Gradaute from Veer Kunwar Singh University in 2001,Graduate,0,22706448,2 Crore,3 Lacs,335000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=357,238,357,General,1,done,done
50,837,Ram Prakash Pandey,46,ARRAH,Akhil Bharatiya Jan Sangh,Intermediate of Arts from Veer Kunwar Singh College In 2002,12th Pass,0,1319049,13 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=649,238,649,General,22,done,done
51,343,Gorakh Ram,57,ARRAH,Bhojpuria Jan Morcha,"M.A. In 1992 from H.D. Jain College Arrah Veer Kunwar Singh University, Arrah",Post Graduate,0,6150081,61 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=790,238,790,General,23,done,done
52,597,Mritunjay Bhardwaj,49,ARRAH,BSP,"Post Graduate From Maharaja College, Veer Kunwar Singh Univeristy, Arrah In 1997",Post Graduate,0,2925500,29 Lacs,5 Lacs,500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=791,238,791,General,5,done,done
53,118,Arun Kumar Singh,64,ARRAH,Bhartiya Mahasangh Party,"M.Sc. (Maths) From HD Jain College, Ara, Bhojpur In 1993, B.Ed From Gandhi Smarak B.Ed College, Samodhpur, Jaunpur, UP. In 1986",Post Graduate,0,11390042,1 Crore,2 Lacs,200000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=261,238,261,General,24,done,done
54,274,Dharmatma Sharma,65,ARRAH,SUCI(C),Literate,Literate,0,1016600,10 Lacs,2 Thou,2500.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=805,238,805,General,25,done,done
55,754,Raj Kishor Sharma,62,ARRAH,Jantantra Awaj Party,"Matric From Model Institute, Arrah in 1979",10th Pass,0,5179395,51 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=37,238,37,General,26,done,done
56,559,Md. Sarfaraj Ansari,47,ARRAH,Peoples Party of India (Democratic),Graduate from Veer Kunwar Singh University Bhojpur Arrah In 1995,Graduate,0,10805000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=474,238,474,General,27,done,done
57,786,Rajesh Sharma,49,ARRAH,Gantantrik Samaj Party,Metric From Town School Arrah  In 1990,10th Pass,0,1182000,11 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=951,238,951,General,28,done,done
58,977,Sanjay Singh (Tiger),55,ARRAH,BJP,"P.G. From A.N. College, Patna, Magadh University, Bodh Gaya In 1993",Post Graduate,0,3118063,31 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=648,238,648,General,0,done,done
59,181,Banvari Kumar,27,ASTHAWAN,BSP,"10+2 from Sonsa High School, Rahui, Nalanda in 2018",12th Pass,0,111000,1 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=954,119,954,General,5,done,done
60,477,Lata Singh,36,ASTHAWAN,Jan Suraaj Party,"LLB from Delhi Faculty of Law in 2012, BA (Hons) Socialogy from Lady Shri Ram College in 2009, Delhi University",Graduate Professional,0,45762901,4 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=152,119,152,General,4,done,done
61,902,Ravi Ranjan Kumar,29,ASTHAWAN,RJD,"B.Sc. from Magadh University, Bodhgaya in 2017",Graduate,1,19236391,1 Crore,8 Lacs,843767.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=475,119,475,General,11,done,done
62,1027,Shabnam Lata,48,ASTHAWAN,IND,"B.A. Sociology from R Lal College, Barbigha, Magadh University in 1998",Graduate,0,41231662,4 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=795,119,795,General,1,done,done
63,362,Himanshu Kumar Paswan,35,ASTHAWAN,Aazad Samaj Party (Kanshi Ram),Graduate from Magadh University 2012-13,Graduate,0,2430257,24 Lacs,5 Lacs,500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=956,119,956,General,29,done,done
64,255,Deepak Kumar Vidyarthi,45,ASTHAWAN,SUCI(C),Inter Pass from Bihar School Examination Board in 1994-96,12th Pass,0,24000,24 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=793,119,793,General,25,done,done
65,402,Jitendra Kumar,53,ASTHAWAN,JD(U),"Ph.D in 2003, M.A. History in 1994 from M.U.",Doctorate,0,43036262,4 Crore,51 Lacs,5185000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=794,119,794,General,10,done,done
66,41,Akhilesh Kumar,47,AURAI,IND,Civil Engineering from SJCE Mysore in 2004,Others,1,25458000,2 Crore,2 Lacs,200000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=959,89,959,General,1,done,done
67,358,Harischandra Prasad Yadav,45,AURAI,IND,"Inter Pass from Rameshwar Singh College, Muzaffarpur, B.R. University. Muz.",12th Pass,0,19780931,1 Crore,25 Lacs,2500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=960,89,960,General,1,done,done
68,737,Radha Raman,50,AURAI,Jan Suraaj Party,Intermediate from Bihar Intermediate Education Council in 1992,12th Pass,1,29395598,2 Crore,12 Lacs,1232000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=961,89,961,General,4,done,done
69,554,Md. Aftab Alam,39,AURAI,Aazad Samaj Party (Kanshi Ram),"Graduate Pass in 2006 from Lalu Mandal College, Magadh University, Patna, Inter in 2002 from Muslim Science College, Patna",Graduate,1,1310000,13 Lacs,5 Lacs,500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=964,89,964,General,29,done,done
70,1060,Sheo Shankar Gupta,47,AURAI,AAP,Graduate from Delhi University in 2001,Graduate,1,82050000,8 Crore,40 Lacs,4000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=957,89,957,General,15,done,done
71,849,Rama Nishad,58,AURAI,BJP,"Intermediate Pass from Bihar School Education Board, Patna, Bihar in 1988",12th Pass,2,318621365,31 Crore,75 Lacs,7501825.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=476,89,476,General,0,done,done
72,193,Bhogendra Sahni,40,AURAI,Vikassheel Insaan Party,"Matric from Gandhi High School Parihar, Bihar Open School Education &amp; Examination Board Patna in 2022",10th Pass,0,9020460,90 Lacs,20 Lacs,2000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=962,89,962,General,9,done,done
73,206,Bipeen Kumar,36,BACHHWARA,IND,"Graduate, MCT College",Graduate,0,955000,9 Lacs,7 Lacs,722000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=966,57,966,General,1,done,done
74,867,Ramod Kumar,46,BACHHWARA,Jan Suraaj Party,Literate,Literate,2,7025000,70 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=972,57,972,General,4,done,done
75,154,Avinash Kumar,27,BACHHWARA,AAP,B.A. SBSS College Begusarai 2017,Graduate,1,470272,4 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=967,57,967,General,15,done,done
76,764,Raja Ram Singh,64,BACHHWARA,IND,"Diploma In Civil Engg. Barauni Polytechnic, 1985, Matric High School Begusarai  1978",10th Pass,0,18956600,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=361,57,361,General,1,done,done
77,0,Abdesh Kumar Rai,73,BACHHWARA,CPI,"Intermediate 1970 Samastipur .College , Samastipur LNMU Darbhanga",12th Pass,6,6477475,64 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=477,57,477,General,30,done,done
78,1055,Shatrudhan Kumar,39,BACHHWARA,IND,Inter Sadanandpur College,12th Pass,0,6884000,68 Lacs,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=970,57,970,General,1,done,done
79,1071,Shiv Prakash Garib Das,30,BACHHWARA,INC,"M.Com, 2017  Magadh University Gaya  B.Com 2015 College Of Commerce Patna 2015",Post Graduate,6,105878035,10 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=478,57,478,General,31,done,done
80,1164,Surendra Mehta,66,BACHHWARA,BJP,Intermediate APSM College Barauni Intermediate Council Patna 1980,12th Pass,0,9772000,97 Lacs,9 Lacs,993899.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=360,57,360,General,0,done,done
81,824,Ram Chatur Sahni,41,BAHADURPUR,IND,Literate,Literate,2,1656646,16 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=976,60,976,General,1,done,done
82,102,Anju Devi,39,BAHADURPUR,Bhagidari Party(P),Literate,Literate,0,1080000,10 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=652,60,652,General,32,done,done
83,212,Birendra Kumar Paswan,41,BAHADURPUR,Republican Party of India (Bhimrao Ambedkar),"Master of Business Administration from Lalit Narayan Mithala University, Darbhanga in 2008",Post Graduate,0,624000,6 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=977,60,977,General,33,done,done
84,883,Ranjeet Sharma,35,BAHADURPUR,Gantantrik Samaj Party,Literate,Literate,0,4880000,48 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=796,60,796,General,28,done,done
85,1172,Suresh Prasad Singh,59,BAHADURPUR,Rashtriya Lok Janshakti Party,"Post Graduation from Samastipur College, Samastipur (Lalit Narayan Mithala University, Darbhanga) in 1990",Post Graduate,1,23545500,2 Crore,80 Thou,80000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=806,60,806,General,12,done,done
86,706,Pranay Prabhakar,36,BAHADURPUR,BSP,Diploma from State Board of Technical Education Ranchi,Others,0,7299713,72 Lacs,19 Lacs,1912082.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=153,60,153,General,5,done,done
87,1200,Umesh Choudhary,53,BAHADURPUR,IND,Madhyama from Sanskrit Education Board Patna,8th Pass,1,3569562,35 Lacs,70 Thou,70000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=650,60,650,General,1,done,done
88,826,Ram Gulam Thakur,78,BAHADURPUR,IND,"B.A. from K. S. College Laheriasarai, Darbhanga",Graduate,0,3505000,35 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=797,60,797,General,1,done,done
89,1260,Vinai Kumar Singh,54,BAHADURPUR,IND,"Inter (Science) from D.A.B. Higher School, Aasansol, West Bengal in 1983",12th Pass,0,2755693,27 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=975,60,975,General,1,done,done
90,288,Dileep Kumar,42,BAHADURPUR,IND,"Graduation from Marwari College Darbhanga, L.N.M. University in 2006",Graduate,9,19958288,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=978,60,978,General,1,done,done
91,194,Bhola Yadav,62,BAHADURPUR,RJD,M.Sc. (Math) from Magadh University Gaya in 1990,Post Graduate,6,59203246,5 Crore,35 Lacs,3539387.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=798,60,798,General,11,done,done
92,127,Asad Ali,37,BAHADURPUR,IND,Alim in 2009 from B.S.M.E.B Patna Madarsa Hamidia Kilaghat Darbhanga,Graduate,0,400000,4 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=481,60,481,General,1,done,done
93,480,Madan Sahni,58,BAHADURPUR,JD(U),"Graduation from Kunwar Singh College, L.N.M.U Darbhanga in 1992",Graduate,1,38533422,3 Crore,79 Lacs,7959793.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=482,60,482,General,10,done,done
94,576,Mohammad Amir Haider,42,BAHADURPUR,Jan Suraaj Party,"Bachelor of Engineering from Visveswaraiah Technological University, Belgaum Karnataka in 2008",Graduate Professional,0,24287790,2 Crore,2 Lacs,268117.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=480,60,480,General,4,done,done
95,975,Sanjay Prasad Ojha,55,BAHADURPUR,IND,"B.Ed., B.A. (Honors)",Graduate Professional,0,54024000,5 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=651,60,651,General,1,done,done
96,799,Rajnish Kumar,51,BAHADURPUR,Jantantra Awaj Party,"Bachelor of Engineering from Institution of Engineers India, Kolkata in 2001",Graduate Professional,0,5573646,55 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=479,60,479,General,26,done,done
97,969,Sanjay Kumar Singh,57,BAHADURPUR,IND,Literate,Literate,2,8799100,87 Lacs,40 Thou,40000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=4,60,4,General,1,done,done
98,570,Mithilesh Tiwari,54,BAIKUNTHPUR,BJP,B.A. (Hons) Economics 1989-93 from B.D. Evening College Patna Magadh University Bodhgaya Bihar,Graduate,2,26700364,2 Crore,13 Lacs,1307252.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=154,206,154,General,0,done,done
99,755,Raj Kishor Singh,57,BAIKUNTHPUR,IND,5th Pass,5th Pass,0,6127000,61 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=986,206,986,General,1,done,done
100,691,Pradeep Kumar,60,BAIKUNTHPUR,BSP,Graduate from Bihar University Muzaffarpur 1987,Graduate,1,45992165,4 Crore,24 Lacs,2400000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=985,206,985,General,5,done,done
101,718,Prem Shankar Prasad,40,BAIKUNTHPUR,RJD,"Intermediate From Bihar Intermediate Education Board Patna, Year-2000",12th Pass,8,20747476,2 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=155,206,155,General,11,done,done
102,835,Ram Narayan Singh,69,BAIKUNTHPUR,Rashtrawadi Janlok Party (Satya),B.Sc and LLB  From Bihar University Muzaffarpur 1993,Graduate Professional,0,75419874,7 Crore,88 Thou,88734.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=987,206,987,General,34,done,done
103,588,Mohan Mahato,52,BAIKUNTHPUR,Rashtriya Jansambhavna Party,Matric- BSEB 1980 2nd Division,10th Pass,0,4255000,42 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=156,206,156,General,8,done,done
104,35,Ajay Prasad,51,BAIKUNTHPUR,Jan Suraaj Party,Graduate from BR Ambedkar University Muzaffarpur,Graduate,2,15825000,1 Crore,15 Lacs,1550000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=653,206,653,General,4,done,done
105,775,Rajesh Kumar,40,BAKHRI (SC),Rashtriya Suraksha Party,Literate,Literate,2,2230000,22 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=807,26,807,General,35,done,done
106,1175,Suryakant Paswan,56,BAKHRI (SC),CPI,"B.A. Hons. From B.R.B. College, Samastipur, Year-1989",Graduate,1,14079065,1 Crore,36 Lacs,3603786.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=365,26,365,General,30,done,done
107,338,Gautam Sada,39,BAKHRI (SC),IND,Graduate in 2012,Graduate,0,535000,5 Lacs,60 Thou,60000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=992,26,992,General,1,done,done
108,987,Sanjiv Kumar Paswan,41,BAKHRI (SC),IND,"12th Pass From Kosi College, Khagaria, BIEC, Patna, Year-2002",12th Pass,0,6320000,63 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=364,26,364,General,1,done,done
