video_id,video_name,video_location,playlist_id
1146,1146,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1146.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1147,1147,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1147.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1148,1148,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1148.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1149,1149,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1149.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
115,115,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/115.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1150,1150,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1150.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1151,1151,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1151.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1152,1152,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1152.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1153,1153,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1153.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1154,1154,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1154.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1155,1155,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1155.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1156,1156,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1156.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1157,1157,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1157.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1158,1158,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1158.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1159,1159,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1159.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
116,116,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/116.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1160,1160,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1160.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1161,1161,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1161.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1162,1162,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1162.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1163,1163,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1163.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1164,1164,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1164.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1165,1165,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1165.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1166,1166,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1166.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1167,1167,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1167.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1168,1168,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1168.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1169,1169,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1169.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
117,117,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/117.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
1170,1170,/Users/saml16/projects/Elections_info/static/central_elections/lok_sabha_2024/Combined_video/1170.mp4,PLxDNB6KvO9IYOZVXL-yguGPypGRcz1gy9
